"!shopname hat die Forderung gegen Sie im Rahmen eines laufenden Factoringvertrages an die PayPal (Europe) S.??r.l. et Cie, S.C.A. abgetreten. Zahlungen mit schuldbefreiender Wirkung k??nnen nur an die PayPal (Europe) S.??r.l. et Cie, S.C.A. geleistet werden.","!shopname hat die Forderung gegen Sie im Rahmen eines laufenden Factoringvertrages an die PayPal (Europe) S.??r.l. et Cie, S.C.A. abgetreten. Zahlungen mit schuldbefreiender Wirkung k??nnen nur an die PayPal (Europe) S.??r.l. et Cie, S.C.A. geleistet werden."
"Row Total","Row Total"
"SEPA Mandate ID","SEPA Mandate ID"
"SKU:","SKU:"
"Sales","Sales"
"Sales Tax Number","Sales Tax Number"
"Sandbox API Password","Sandbox API Password"
"Sandbox API Signature","Sandbox API Signature"
"Sandbox API Username","Sandbox API Username"
"Sandbox Business E-Mail Address","Sandbox Business E-Mail Address"
"Sandbox Mode","Sandbox Mode"
"Sandbox REST API Client ID","Sandbox REST API Client ID"
"Sandbox REST API Client Secret","Sandbox REST API Client Secret"
"Save","Save"
"Saved cards:","Saved cards:"
"See order and shipping status","See order and shipping status"
"Select Brand","Select card brand"
"Select Method","Select Method"
"Select the authorization method to use for processing this payment method.","Select the authorisation method to use in order to process this payment method. (Please be aware that the hidden mode for credit cards (if available) requires additional PCI certification requirements. Contact PayPal Plus for additional information)."
"Select the date of your birth.","Select your date of birth."
"Select the date on which your card expires.","Select the expiry date of your card."
"Seller Protection","Seller Protection"
"Send Invoice Email","Send Invoice Email"
"Send amounts to PayPal Plus in base currency.","Send amounts to PayPal Plus in base currency."
"Send amounts to PayPal Plus in store's base currency.","Send amounts to PayPal Plus in store's base currency."
"Send invoice email","Send invoice email"
"Send the invoice email automatically after invoice creation.","Send the invoice email automatically after invoice creation."
"Set direct capture after order. In this case your authoization will directly be captured on your customer's credit card","With 'direct capturing' the the customer is debited directly after completion of payment. In the case of 'deferred capturing' the amount is debited at a moment defined by you."
"Set here your e-mail address of your live account.","Enter the e-mail address of your live account."
"Set the sort order to show the external checkouts.","Set the sort order to show the external checkouts."
"Set up your API access in your PayPal Plus account under My Profile > Further Options > API Access > Show API pass-phrase and copy the details into the main module.","Set up your API access in your PayPal Plus account under My Profile > Further Options > API Access > Show API passphrase and copy the details into the main module."
"Settlement after order","Settlement after order"
"Setup","Setup"
"Shipping & Handling","Shipping & Handling"
"Shipping Address","Delivery address"
"Shipping Amount","Shipping Amount"
"Shipping Information","Shipping Information"
"Shipping Method","Shipping Method"
"Shipping Methods","Shipping Methods"
"Shipping Refund","Shipping Refund"
"Shop","Shop"
"Shopname","Shopname"
"Short Installation Instructions:","Short Installation Instructions:"
"Should transaction without seller protection marked as uncertain?","Should transactions without seller protection be marked as uncertain?"
"Show","Show"
"Show Account Selection","Show Account Selection"
"Show Further Settings and Information","Show further settings and information"
"Show Image","Show Image"
"Show Payment Id","Show Payment ID"
"Show the payment id","Show the payment ID"
"Show the payment id in the order information","Show the payment ID in the order information."
"Show the payment image","Show the payment image"
"Show the payment image on the checkout page","Show the payment image on the checkout page"
"Sign In","Sign In"
"Social Security Number","Social Security Number"
"Sort Order","Sort Order"
"Standard","Standard"
"State entered","State entered"
"Status","State"
"Status for Refused ECheck Payments","Status for Refused eCheck Payments"
"Status for Successful ECheck Payments","Status for successful eCheck payments"
"Status for declined payments","Status for declined payments"
"Store the payment details","Store the payment details"
"Stored payment details","Stored payment details"
"Street entered","Street entered"
"Submit Order","Submit Order"
"Submitting order information...","Submitting order information..."
"Subtotal","Subtotal"
"Success","Successful"
"Successful","Successful"
"Successful online refund of amount","Successful online refund of amount"
"Successful payment authorization.","Successful payment authorization"
"Successfull online refund of amount","Successful online refund of amount"
"Support","Support"
"Tax Amount","Tax Amount"
"Technical error please contact the merchant.","Technical error please contact the merchant."
"Technical issue: This payment methods is not available at the moment.","Technical issue: This payment method is not available at the moment."
"Technical problem, please contact the merchant.","Technical problem, please contact the merchant."
"Test Mode","Test Mode"
"Test Transaction","Test Transaction"
"The API used to communicate with PayPal Plus. Recurring payments require Express Checkout to be selected.","The API used to communicate with PayPal Plus. Recurring payments require Express Checkout to be selected."
"The Billing Agreement Failed.","The billing agreement failed."
"The Billing Agreement was not ready.","The billing agreement was not ready."
"The HMAC key as defined in the live backoffice of PayPal Plus. You may need generate the HMAC key. Please take a look at the manual how to do this.","The HMAC key as defined in the live backoffice of PayPal Plus. You may need generate the HMAC key. Please take a look at the manual how to do this."
"The SEPA mandate schema does not contain the tag '!tag'. This tag is required.","The SEPA mandate schema does not contain the tag '!tag'. This tag is required."
"The alias could not be found.","The alias could not be found."
"The alias has been deleted.","The alias has been deleted."
"The alias transaction could not be conductet with error code: !code, and reason: !reason:","The alias transaction could not be conducted with error code: !code, and reason: !reason:"
"The amount could not be verified.","The amount could not be verified."
"The amount of !amount is authorized.","The amount of !amount is authorized."
"The amount of !amount is captured.","The amount of !amount is captured."
"The authorization method '!method' is not supported.","The authorization method '!method' is not supported."
"The authorization was not successful","Authorization error. Authorization not successful."
"The brand of the credit card is detected by the card number if hidden authorization is used. If the payment page is used, the user has to select the brand. The allowed credit card brands can be restricted by this setting.","The brand of the credit card is detected by the card number if hidden authorization is used. If the payment page is used, the user has to select the brand. The allowed credit card brands can be restricted by this setting."
"The brand with external name '!key' was not present in the map.","The brand with external name '!key' was not present in the map."
"The brand with key '!key' was not found in the card information map.","The brand with key '!key' was not found in the card information map."
"The cancellation could not be conducted. Error code: !error.","The cancellation could not be conducted. Error code: !error."
"The capture amount (!captureAmount) cannot be greater than the authorized amount (!authorizedAmount).","The capture amount (!captureAmount) cannot be greater than the authorized amount (!authorizedAmount)."
"The capture item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal).","The capture item with SKU '@sku' has a higher amount (@amountItem) than the original item (@amountOriginal)."
"The capture item with SKU '@sku' is not present in the original order.","The capture item with SKU '@sku' is not present in the original order."
"The capturing could not be conducted. Error code: !error.","The capturing could not be conducted. Error code: !error."
"The card brand selection is automatically done depending on the entered card number. If no Javascript is active in the browser, a drop down is shown. In case JavaScript a the brand logos can be shown. Should the brand selection using images?","The card brand selection is automatically done depending on the entered card number. If no Javascript is active in the browser, a drop down is shown. In case JavaScript a the brand logos can be shown should the brand selection using images."
"The configuration has been saved.","The configuration has been saved."
"The controller class '@controller' does not provide any method with annotation 'Customweb_Payment_Endpoint_Annotation_ExtractionMethod' and valid output.","The controller class '@controller' does not provide any method with the annotation 'Customweb_Payment_Endpoint_Annotation_ExtractionMethod' and valid output."
"The customer does not finish the payment with in the timeout.","The customer does not finish the payment with in the timeout."
"The date of birth is required.","The date of birth is required."
"The expected format is '!format' where the 'MM' means the month number and 'YY' the year number.","The expected format is '!format' where the 'MM' means the month in two digits and 'YY' the year in two digits."
"The gender is required.","The gender is required."
"The given CVC code has the wrong length.","The given CVC code has the wrong length."
"The given card number has an invalid check sum.","The given card number has an invalid check sum."
"The given card number has an invalid length.","The given card number has an invalid length."
"The given hmac key is empty.","No HMAC key entered."
"The given identifier is empty.","The given identifier is empty."
"The given password is empty.","No password entered."
"The given rang is empty. It must be a nummeric value with length of two.","The given rang is empty. It must be a numeric value with length of two."
"The given rang is invalid. It must be a nummeric value with length of two.","The given rang is invalid. It must be a numeric value with length of two."
"The given site number is empty.","The given site number is empty."
"The identifier as defined in the backoffice of PayPal Plus.","The identifier as defined in the backoffice of PayPal Plus."
"The initial recurring transaction could not be conducted.","The initial recurring transaction could not be conducted."
"The invoice could not be captured and processed by","The invoice could not be captured and processed by PayPal Plus."
"The invoice could not be captured and processed. Reason:","The invoice could not be captured and processed. Reason: !reason"
"The invoice could not be found.","The invoice could not be found."
"The invoice has been changed.","The invoice has been changed."
"The invoice no longer exists.","The invoice no longer exists."
"The layout does not contain the tag '!layout_tag'.","The layout does not contain the tag '!layout_tag'."
"The next update execution date indicates when the next cron is run to update the transaction state.","The next update execution date indicates when the next cron is run to update the transaction state."
"The notification request could not be verified by PayPal.","The notification request could not be verified by PayPal."
"The notification request could not be verified by PayPal. (Anwser was '!answer').","The notification request could not be verified by PayPal. (Answer was '!answer')."
"The order description is shown to the customer on the payment page. The desribtion should describe the products that are sold.","The order description is displayed on the payment page and describes the purchased products."
"The order is not fully completed. Please contact the store owner.","The payment could not be conducted."
"The payment could not be initialized. Error: @error","The payment could not be initialized. Error: @error"
"The payment form will be displayed after submitting the order.","The payment form will be displayed after submitting the order."
"The payment has been accepted.","The payment has been accepted."
"The payment has been denied.","The payment has been denied."
"The payment method !paymentMethodName does not support the currency '!currency'.","The payment method !paymentMethodName does not support the currency '!currency'."
"The payment method !paymentMethodName is not available in your country ('!country').","The payment method !paymentMethodName is not available in your country ('!country')."
"The payment update has been made.","The payment update has been completed."
"The provided signature does not match with the one calculated.","The provided signature does not match the one calculated."
"The rang (PBX_RANG) as defined in the live backoffice of PayPal Plus. It must be nummeric value with length two. In the backoffice it may be displayed as a three char value. You must truncate the first digit.","The rang (PBX_RANG) as defined in the live backoffice of PayPal Plus. It must be nummeric value with length two. In the back office it may be displayed as a three char value. You must truncate the first digit."
"The recurring payment could not be conducted. Error: @error","The recurring payment could not be conducted. Error: @error"
"The recurring payment could not be initialized","The recurring payment could not be initialized."
"The recurring payment could not be initialized. Error: @error","The recurring payment could not be initialized. Error: @error"
"The recurring transaction could not be conducted.","The recurring transaction could not be conducted."
"The refund item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal).","The refund item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal)."
"The refund item with SKU '@sku' is not present in the original order.","The refund item with SKU '@sku' is not present in the original order."
"The refunding could not be conducted. Error code: !error.","The refund could not be conducted. Error code: !error."
"The shop name is displayed in the payment instructions.","The shop name is displayed in the payment instructions."
"The shopping cart has been altered!","The shopping cart has been altered!"
"The signature could not be verified.","The signature could not be verified."
"The site id (PBX_RANG) as defined in the backoffice of PayPal Plus.","The Site ID (PBX_RANG) as defined in the back office of PayPal Plus."
"The total refund amount (!totalRefundedAmount) cannot be greater than the captured amount (!capturedAmount).","The total refund amount (!totalRefundedAmount) cannot be greater than the captured amount (!capturedAmount)."
"The transaction cannot be cancelled online.","The transaction cannot be cancelled online."
"The transaction cannot be captured online.","The transaction cannot be captured online."
"The transaction cannot be refunded online.","The transaction cannot be refunded online."
"The transaction could not be cancelled. Error: @error","The transaction could not be cancelled. Error: @error"
"The transaction could not be captured.","Transaction could not be captured."
"The transaction could not be captured. Error: @error","The transaction could not be captured. Error: @error"
"The transaction could not be conducted.","The transaction could not be conducted."
"The transaction failed with error code !code.","The transaction failed with error code: !code"
"The transaction is only executed in the test system. The goods should not be delivered.","The transaction is only executed in the test system. The goods should not be delivered."
"The transaction was aborted by the customer.","The transaction was aborted by the customer."
"The whole transaction is cancelled.","The entire transaction has been cancelled."
"There has been a problem during the processing of your payment.","There has been a problem during the processing of your payment."
"There has been a problem during the processing of your payment. Please contact the shop owner to make sure your order was placed successfully.","There has been a problem during the processing of your payment. Please contact the shop owner to make sure your order was placed successfully."
"There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %1","There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %1"
"There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %s","There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %s"
"There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account.","There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account."
"There seems to be a problem with the PayPal Plus module.","There seems to be a problem with the PayPal Plus module."
"There was an error during the initial registration of the payment wall.","There was an error during the initial registration of the payment wall."
"There was an error validating the login and password.","There was an error validating the login and password."
"This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email.","This account is not confirmed. <a href=""%s"">Click here</a> to resend the confirmation email."
"This is a brief instruction of the main and most important installation steps, which need to be performed when installing the PayPal Plus module. For detailed instructions regarding additional and optional settings, please refer to the enclosed instructions in the zip.","This is a brief instruction of the most important installation steps, which need to be performed when installing the PayPal Plus module. For detailed instructions regarding additional and optional settings, please refer to the enclosed instructions in the zip."
"This password is used for recurring payments and for the alias manager as well as for the server authorization. This is the password of the PayPal Plus account.","This password is used for recurring payments and for the alias manager as well as for the server authorization. This is the password of the PayPal Plus account."
"This setting can be used to activate resp. deactivate the 3D secure check. Please check with PayBox if you are allowed to deactivate the 3D secure check. This setting has only an effect when you use the payment page.","This setting can be used to activate/deactivate the 3D Secure check. Please check with PayBox if you are allowed to deactivate the 3D Secure check. This setting only has an effect if you use the payment page."
"This status is set, when the payment was successfull and it is authorized.","This status is set when the payment was successful and it is authorised."
"This transaction is already closed for further captures.","This transaction is already closed for further captures"
"This transaction is already closed for further refunds.","This transaction has been closed for further refunds."
"This transaction no longer exists.","This transaction no longer exists."
"Timeout for pending payments (min)","Time-out for pending payments (in min)."
"Titel","Title"
"Title","Title"
"Title of the payment method","Name of the payment method"
"Total","Total"
"Total Shipping Charges","Total shipping charges"
"Track order history","Track order history"
"Transaction","Transaction"
"Transaction Authorized","Transaction authorised"
"Transaction Cancelled","Transaction cancelled"
"Transaction Captured","Transaction captured"
"Transaction History","Transaction History"
"Transaction Id","Transaction ID"
"Transaction Paid","Transaction paid"
"Transaction Uncertain","Transaction uncertain"
"Transaction Updates","Transaction Updates"
"Transaction cancelled successfully","Transaction cancelled successfully"
"Transaction captured successfully","Transaction captured successfully"
"Transaction execution failed","Transaction execution failed"
"Transaction failed","Transaction failed"
"Transaction failed or cancelled by the customer","Transaction failed or cancelled by the customer"
"Transaction failed with an unkown reason.","Transaction failed with an unkown reason."
"Transaction history","Transaction History"
"Transaction was authorized over the deferred authorization mechanism.","Transaction was authorized over the deferred authorization mechanism."
"Transactions","Transactions"
"US-ASCII","US-ASCII"
"UTF-8","UTF-8"
"Unable to save the invoice.","Unable to save the invoice."
"Unauthorized payment eligible.","Unauthorized payment eligible."
"Uncertain Status","Uncertain status"
"Uncertain transactions","Uncertain transactions"
"Update","Update"
"Update Qty's","Adjust Quantity"
"Update interval for payments","Update interval for payments"
"Use Base Currency","Use Base Currency"
"Use Default","Use Default"
"Use base currency","Use base currency"
"VISA","VISA"
"Validation","Validation"
"Validation Item","Validation Item"
"Version","Version"
"View","View"
"Wait On Success Page","Wait On Success Page"
"We cannot get the transaction instance.","We can not establish a transaction."
"We experienced a problem with your sellxed payment extension. For more information, please visit the configuration page of the plugin.","We experienced a problem with your sellxed payment extension. For more information, please visit the configuration page of the PayPal Plus plugin."
"Webhook ID","Webhook ID"
"Webhook Url","Webhook Url"
"Webhooks","Webhooks"
"When the store is not available (network outage, server failure or any other outage), when the feedback of PayPal Plus is sent, then the transaction state is not updated. Hence no order confirmation e-mail is sent and the order is not in the paid state. By activating the transaction update, such transactions can be authorized later over direct link. To use this feature the update service must be activated and the API username and the API password must be set.","When the store is not available (network outage, server failure or any other outage), when the feedback of PayPal Plus is sent, then the transaction state is not updated. Hence no order confirmation e-mail is sent and the order is not in the paid state. By activating the transaction update, such transactions can be authorized later over direct link. To use this feature the update service must be activated and the API username and the API password must be set."
"When using an external checkout, the customer can either be asked to chose an option to authenticate (as guest, register or login) or he can always be checked out as guest. For the second option to work, guest checkout has to be enabled in magento.","When using an external checkout, the customer can either be asked to choose an option to authenticate (as guest, register or login) or he can always be checked out as guest. For the second option to work, guest checkout has to be enabled in Magento."
"Windows-1250","Windows-1250"
"Windows-1251","Windows-1251"
"Windows-1252","Windows-1252"
"Windows-1253","Windows-1253"
"Windows-1254","Windows-1254"
"Windows-1255","Windows-1255"
"Windows-1256","Windows-1256"
"Windows-1257","Windows-1257"
"Windows-1258","Windows-1258"
"Windows-874","Windows-874"
"With this setting you can disable the check for modifications to the shipping address. If the check is disabled, you have to make sure you deliver your items to the address entered at PayPal Plus, otherwise you will loose your seller protection.","With this setting you can disable the check for modifications to the shipping address. If the check is disabled, you have to make sure you deliver your items to the address entered at PayPal Plus, otherwise you will loose your seller protection."
"Without Seller Protection.","Without Seller Protection."
"Without protection against claims for items not received.","Without protection against claims for items not received."
"Without protection against claims for unauthorized payments.","Without protection against claims for unauthorized payments."
"Year","Year"
"Yes","Yes"
"Yes, use images for the brand selection.","Yes, use images for the brand selection."
"You can allow the customers to manage/delete their aliases in the their account.","You can allow the customers to manage/delete their aliases in their account."
"You can decide on the order status new orders should have after they are processed successfully.","You can specify the order status for new orders that have been processed successfully."
"You can decide on the order status new orders should have that have an uncertain authorization status.","You can specify the order status for new orders that have an uncertain authorisation status."
"You can select if transaction without full seller protection should be marked as uncertain.","You can select if transaction without full seller protection should be marked as uncertain."
"You can specify the order status for new orders that have an uncertain authorisation status.","You can specify the order status for new orders that have an uncertain authorisation status."
"You can specify the order status for orders that are captured either directly after the order or manually in the backend.","You can specify the order status for orders that are captured either directly after the order or manually in the back-end."
"You can specify the order status of Echeck payments for orders that are successful after being in a uncertain state. The status is changed automatically after PayPal sends a notification of the payment.","You can specify the order status of eCheck payments for orders that are successful after having been in an uncertain state. The status is changed automatically after PayPal sends the payment notification."
"You can specify the order status of payments, which are declined after being pending at PayPal Plus.","You can specify the order status of payments, which are declined after being pending at PayPal Plus."
"You can specify the order status when an order is cancelled.","You can specify the order status for cancelled orders."
"You created the order.","You created the order."
"You have no stored aliases.","You have no stored aliases."
"You have to enter a card number.","You have to enter a card number."
"You have to enter bank code of your bank.","Enter your bank's bank code."
"You have to enter commercial number of you company.","Please enter the commercial number of your company."
"You have to enter either the CVC code or the issue number of your card.","You have to enter either the CVC code or the issue number of your card."
"You have to enter sales tax number of you company.","You have to enter sales tax number of you company."
"You have to enter sales tax number of your company.","Please enter your company's sales tax number."
"You have to enter the BIC.","You have to enter the BIC of your bank."
"You have to enter the CVC code from your card.","Enter the CVC code from your card"
"You have to enter the IBAN.","You have to enter your IBAN number."
"You have to enter the account holder name on the card.","You have to enter the account holder name on the card."
"You have to enter the account holder name.","You have to enter the account holder name."
"You have to enter the card holder name on the card.","You have to enter the card holder name."
"You have to enter the location of your bank.","Please enter the location of your bank."
"You have to enter the name of the account owner.","Please enter the name of the account owner"
"You have to enter the name of your bank.","You have to enter the name of your bank."
"You have to enter your IBAN Number.","You have to enter your IBAN number."
"You have to enter your bank account number.","Please enter here the International Bank Account Number (IBAN)."
"You have to enter your social security number.","Please enter your social security number."
"You may choose one of the cards you paid before on this site.","You may choose from one of the cards previously used on this site."
"You may choose one of your stored payment details.","You may choose one of your stored payment details."
"You will be redirect to the order confirmation page.","You will be redirected to the order confirmation page."
"Your browser does not allow the execution of JavaScript. Please activate JavaScript in your browser and reload this page.","Your browser does not allow the execution of JavaScript. Please activate JavaScript in your browser and reload this page."
"Your checkout session expired.","Your checkout session expired."
"Your payment was not successful, please contact the merchant.","Your payment was not successful, please contact the merchant."
"Your payment was not successful.","Your payment was not successful."
"PayPalPlusCw Aliases","PayPalPlusCw Aliases"
"____paymentMethodName____","____paymentMethodName____"
"PayPal Plus","PayPal Plus"
"PayPal Plus Aliases","PayPal Plus Aliases"
"PayPal Plus Error","PayPal Plus Error"
"PayPal Plus Parameters","PayPal Plus Parameters"
"PayPal Plus Refund Items","PayPal Plus Refund Items"
"PayPal Plus Refund.","PayPal Plus Refund."
"PayPal Plus Section","PayPal Plus Section"
"PayPal Plus Transactions","PayPal Plus Transactions"
"PayPal Plus: Alias Management","PayPal Plus: Alias Management"
"customweb ltd","customweb ltd"
"no","No"
"or","or"
"x-mac-centraleurroman","x-mac-centraleurroman"
"x-mac-cyrillic","x-mac-cyrillic"
"x-mac-greek","x-mac-greek"
"x-mac-turkish","x-mac-turkish"
"yes","Yes"
