"!shopname hat die Forderung gegen Sie im Rahmen eines laufenden Factoringvertrages an die PayPal (Europe) S.??r.l. et Cie, S.C.A. abgetreten. Zahlungen mit schuldbefreiender Wirkung k??nnen nur an die PayPal (Europe) S.??r.l. et Cie, S.C.A. geleistet werden.","!shopname hat die Forderung gegen Sie im Rahmen eines laufenden Factoringvertrages an die PayPal (Europe) S.??r.l. et Cie, S.C.A. abgetreten. Zahlungen mit schuldbefreiender Wirkung k??nnen nur an die PayPal (Europe) S.??r.l. et Cie, S.C.A. geleistet werden."
"Please select the expiry month on your card.","Por favor seleccione el mes de la fecha de vencimiento de su tarjeta de crédito."
"Please select the expiry year on your card.","Por favor introduzca la fecha de caducidad de la tarjeta."
"Please select the month of your birth.","Por favor seleccione el mes de su nacimiento."
"Please select the the year of your birth.","Por favor, seleccione el año de tu nacimiento."
"Please specify the payment method.","Please specify the payment method."
"Please wait, processing your order...","Please wait, processing your order..."
"Please wire the amount of <b>!amount !currency</b> to:<br />","Please wire the amount of <b>!amount !currency</b> to:<br />"
"Possible fraud detected. Currency was invalid.","Possible fraud detected. Currency was invalid."
"Possible fraud detected. Parameters send from PayPal Plus were not correct.","Una posible fraude fue descubierto. Los parámetros que se han enviado desde PayPal Plus son incorrectos."
"Possible fraud detected. Receiver id was invalid.","Posible fraude detectado. ID del receptor no es válida."
"Possible fraud detected. Total amount was invalid.","Posible fraude detectado. La cantidad total no es válida."
"Possible fraud detected. Total currency was invalid.","Posible fraude detectado. Moneda total no era válido."
"Postal Code entered","Postal Code entered"
"Price","Precio"
"Product","Producto"
"Product Name","Product Name"
"Profile Id","Profile Id"
"Profile Name","Profile Name"
"Purchase Point","Purchase Point"
"Qty","Cantidad"
"Received malformatted response from PayPal Plus","Received malformatted response from PayPal Plus"
"Received malformatted response from PayPal Plus during execution","Received malformatted response from PayPal Plus during execution"
"Received malformatted response from PayPal Plus during registration","Received malformatted response from PayPal Plus during registration"
"Recurring Payments","Recurring Payments"
"Recurring payment","Recurring payment"
"Reference","Reference"
"Refund Amount","Cantidad del reembolso"
"Refund ID","ID Reembolso"
"Refund amount","La cantidad del reembolso"
"Refund failed with unkown error.","Refund failed with unkown error."
"Refund failed. Error message is: !message.","Reembolso ha fallado. Mensaje de error es: !message."
"Refund information","Informaciones del reembolso"
"Refund status","Estado de su reembolso"
"Refunded Amount","Importe reembolsado"
"Refunds","Refunds"
"Register","Register"
"Register to Create an Account","Register to Create an Account"
"Register with us for future convenience:","Register with us for future convenience:"
"Release Date","Release Date"
"Review","Review"
"Rounding Adjustment","Rounding Adjustment"
"Rounding Adjustments","Completan ajustes"
"Routing Number","Routing Number"
"Row Total","Fila total"
"SEPA Mandate ID","SEPA Mandate ID"
"SKU:","SKU:"
"Sales","Venta"
"Sales Tax Number","Número de Impuesto a las Ventas"
"Sandbox API Password","Sandbox API Contraseña"
"Sandbox API Signature","Sandbox API Firma"
"Sandbox API Username","Sandbox API nombre de usario"
"Sandbox Business E-Mail Address","Sandbox Business dirección de email"
"Sandbox Mode","Modo Sandbox"
"Sandbox REST API Client ID","Sandbox REST API Client ID"
"Sandbox REST API Client Secret","Sandbox REST API Client Secret"
"Save","Guardar"
"Saved cards:","Tarjetas guardadas"
"See order and shipping status","See order and shipping status"
"Select Brand","Seleccione una marca"
"Select Method","Select Method"
"Select the authorization method to use for processing this payment method.","Selecciona el método de autorización para este método de pago."
"Select the date of your birth.","Seleccione la fecha de su nacimiento."
"Select the date on which your card expires.","Selecciona la fecha de vencimiento de la tarjeta"
"Seller Protection","Protección del Vendedor"
"Send Invoice Email","Send Invoice Email"
"Send amounts to PayPal Plus in base currency.","Send amounts to PayPal Plus in base currency."
"Send amounts to PayPal Plus in store's base currency.","Send amounts to PayPal Plus in store's base currency."
"Send invoice email","Send invoice email"
"Send the invoice email automatically after invoice creation.","Send the invoice email automatically after invoice creation."
"Set direct capture after order. In this case your authoization will directly be captured on your customer's credit card","En 'Contabilización directa' el montante está directamente contabilizado al cliente. En el caso 'Contabilización retrasado' el montant está contabilizado con un retraso definido por usted."
"Set here your e-mail address of your live account.","Por favor, introduzca la dirección de correo electrónico de su cuenta real."
"Set the sort order to show the external checkouts.","Set the sort order to show the external checkouts."
"Set up your API access in your PayPal Plus account under My Profile > Further Options > API Access > Show API pass-phrase and copy the details into the main module.","Set up your API access in your PayPal Plus account under My Profile > Further Options > API Access > Show API pass-phrase and copy the details into the main module."
"Settlement after order","Creación después del pedido"
"Setup","Setup"
"Shipping & Handling","Envío y dirección"
"Shipping Address","Shipping Address"
"Shipping Amount","Cantidad del envío"
"Shipping Information","Información del envío"
"Shipping Method","Shipping Method"
"Shipping Methods","Shipping Methods"
"Shipping Refund","Reembolso para el envío"
"Shop","Shop"
"Shopname","Shopname"
"Short Installation Instructions:","Short Installation Instructions:"
"Should transaction without seller protection marked as uncertain?","¿Quiere que las transacciones sin Protección del Vendedor se marcan como incierto?"
"Show","Show"
"Show Account Selection","Show Account Selection"
"Show Further Settings and Information","Mostrar más ajustes e información."
"Show Image","Show Image"
"Show Payment Id","Show Payment Id"
"Show the payment id","Show the payment id"
"Show the payment id in the order information","Show the payment id in the order information"
"Show the payment image","Show the payment image"
"Show the payment image on the checkout page","Show the payment image on the checkout page"
"Sign In","Sign In"
"Social Security Number","Número de Seguro Social"
"Sort Order","Modificar orden"
"Standard","Standard"
"State entered","State entered"
"Status","Estado"
"Status for Refused ECheck Payments","Status for Refused ECheck Payments"
"Status for Successful ECheck Payments","Status for Successful ECheck Payments"
"Status for declined payments","Status for declined payments"
"Store the payment details","Store the payment details"
"Stored payment details","Stored payment details"
"Street entered","Street entered"
"Submit Order","Submit Order"
"Submitting order information...","Submitting order information..."
"Subtotal","Total parcial"
"Success","Exito"
"Successful","Con éxito"
"Successful online refund of amount","Reembolso exitosa línea de cantidad"
"Successful payment authorization.","Autorización de pago con éxito."
"Successfull online refund of amount","Reembolso del montante con éxito"
"Support","Support"
"Tax Amount","Total de impuestos"
"Technical error please contact the merchant.","Technical error please contact the merchant."
"Technical issue: This payment methods is not available at the moment.","Problema técnico: Esta forma de pago no está disponible actualmente."
"Technical problem, please contact the merchant.","Technical problem, please contact the merchant."
"Test Mode","Test Mode"
"Test Transaction","Test Transaction"
"The API used to communicate with PayPal Plus. Recurring payments require Express Checkout to be selected.","The API used to communicate with PayPal Plus. Recurring payments require Express Checkout to be selected."
"The Billing Agreement Failed.","El acuerdo de facturación falló."
"The Billing Agreement was not ready.","El acuerdo de facturación no estaba preparada."
"The HMAC key as defined in the live backoffice of PayPal Plus. You may need generate the HMAC key. Please take a look at the manual how to do this.","The HMAC key as defined in the live backoffice of PayPal Plus. You may need generate the HMAC key. Please take a look at the manual how to do this."
"The SEPA mandate schema does not contain the tag '!tag'. This tag is required.","El esquema de mandato SEPA no contiene la etiqueta '!tag'. Se requiere esta etiqueta."
"The alias could not be found.","The alias could not be found."
"The alias has been deleted.","El alias se ha eliminado."
"The alias transaction could not be conductet with error code: !code, and reason: !reason:","The alias transaction could not be conductet with error code: !code, and reason: !reason:"
"The amount could not be verified.","The amount could not be verified."
"The amount of !amount is authorized.","La cantidad de cada !amount está autorizado."
"The amount of !amount is captured.","La cantidad de cada  !amount es capturado."
"The authorization method '!method' is not supported.","El método de autorización '!method' no es compatible."
"The authorization was not successful","The authorization was not successful"
"The brand of the credit card is detected by the card number if hidden authorization is used. If the payment page is used, the user has to select the brand. The allowed credit card brands can be restricted by this setting.","The brand of the credit card is detected by the card number if hidden authorization is used. If the payment page is used, the user has to select the brand. The allowed credit card brands can be restricted by this setting."
"The brand with external name '!key' was not present in the map.","La marca con la tecla '!key' no se encontró en el mapa información de la tarjeta."
"The brand with key '!key' was not found in the card information map.","La marca con la tecla !key' no se encontró en el mapa información de la tarjeta."
"The cancellation could not be conducted. Error code: !error.","The cancellation could not be conducted. Error code: !error."
"The capture amount (!captureAmount) cannot be greater than the authorized amount (!authorizedAmount).","La cantidad de captura (!captureAmount) no puede ser mayor que el monto autorizado (!authorizedAmount)."
"The capture item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal).","The capture item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal)."
"The capture item with SKU '@sku' is not present in the original order.","The capture item with SKU '@sku' is not present in the original order."
"The capturing could not be conducted. Error code: !error.","The capturing could not be conducted. Error code: !error."
"The card brand selection is automatically done depending on the entered card number. If no Javascript is active in the browser, a drop down is shown. In case JavaScript a the brand logos can be shown. Should the brand selection using images?","The card brand selection is automatically done depending on the entered card number. If no Javascript is active in the browser, a drop down is shown. In case JavaScript a the brand logos can be shown. Should the brand selection using images?"
"The configuration has been saved.","La configuración se ha guardado."
"The controller class '@controller' does not provide any method with annotation 'Customweb_Payment_Endpoint_Annotation_ExtractionMethod' and valid output.","The controller class '@controller' does not provide any method with annotation 'Customweb_Payment_Endpoint_Annotation_ExtractionMethod' and valid output."
"The customer does not finish the payment with in the timeout.","The customer does not finish the payment with in the timeout."
"The date of birth is required.","The date of birth is required."
"The expected format is '!format' where the 'MM' means the month number and 'YY' the year number.","El formato esperado es '!format' donde el 'MM' significa el número del mes y 'YY' el número de años."
"The gender is required.","The gender is required."
"The given CVC code has the wrong length.","El código CVC dado tiene una longitud incorrecta."
"The given card number has an invalid check sum.","El número de tarjeta dada tiene una suma de comprobación no válida."
"The given card number has an invalid length.","El número de tarjeta dada tiene una longitud no válida."
"The given hmac key is empty.","The given hmac key is empty."
"The given identifier is empty.","The given identifier is empty."
"The given password is empty.","The given password is empty."
"The given rang is empty. It must be a nummeric value with length of two.","The given rang is empty. It must be a nummeric value with length of two."
"The given rang is invalid. It must be a nummeric value with length of two.","The given rang is invalid. It must be a nummeric value with length of two."
"The given site number is empty.","The given site number is empty."
"The identifier as defined in the backoffice of PayPal Plus.","The identifier as defined in the backoffice of PayPal Plus."
"The initial recurring transaction could not be conducted.","La transacción recurrente inicial no podría llevarse a cabo."
"The invoice could not be captured and processed by","La cuenta no se ha podido contabilizar i procesar de PayPal Plus."
"The invoice could not be captured and processed. Reason:","La factura no puede ser capturado y procesado. Motivo:"
"The invoice could not be found.","La factura no se pudo encontrar."
"The invoice has been changed.","La factura se ha cambiado."
"The invoice no longer exists.","La factura ya no existe."
"The layout does not contain the tag '!layout_tag'.","La disposición no contiene la etiqueta '!layout_tag'."
"The next update execution date indicates when the next cron is run to update the transaction state.","The next update execution date indicates when the next cron is run to update the transaction state."
"The notification request could not be verified by PayPal.","La solicitud de notificación no pudo ser verificado por PayPal."
"The notification request could not be verified by PayPal. (Anwser was '!answer').","La solicitud de notificación no pudo ser verificada mediante PayPal. (Respuesta era '!answer')."
"The order description is shown to the customer on the payment page. The desribtion should describe the products that are sold.","El resumen del pedido se muestra al cliente aparece la página de pago. Debe contener un resumen de todos los productos pedidos."
"The order is not fully completed. Please contact the store owner.","The order is not fully completed. Please contact the store owner."
"The payment could not be initialized. Error: @error","The payment could not be initialized. Error: @error"
"The payment form will be displayed after submitting the order.","The payment form will be displayed after submitting the order."
"The payment has been accepted.","The payment has been accepted."
"The payment has been denied.","The payment has been denied."
"The payment method !paymentMethodName does not support the currency '!currency'.","La forma de pago! PaymentMethodName no soporta la moneda '!currency'."
"The payment method !paymentMethodName is not available in your country ('!country').","La forma de pago! PaymentMethodName no está disponible en tu país ('!country')."
"The payment update has been made.","The payment update has been made."
"The provided signature does not match with the one calculated.","The provided signature does not match with the one calculated."
"The rang (PBX_RANG) as defined in the live backoffice of PayPal Plus. It must be nummeric value with length two. In the backoffice it may be displayed as a three char value. You must truncate the first digit.","The rang (PBX_RANG) as defined in the live backoffice of PayPal Plus. It must be nummeric value with length two. In the backoffice it may be displayed as a three char value. You must truncate the first digit."
"The recurring payment could not be conducted. Error: @error","The recurring payment could not be conducted. Error: @error"
"The recurring payment could not be initialized","El pago recurrente no se pudo inicializar."
"The recurring payment could not be initialized. Error: @error","The recurring payment could not be initialized. Error: @error"
"The recurring transaction could not be conducted.","La transacción recurrente no podía llevarse a cabo."
"The refund item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal).","The refund item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal)."
"The refund item with SKU '@sku' is not present in the original order.","The refund item with SKU '@sku' is not present in the original order."
"The refunding could not be conducted. Error code: !error.","The refunding could not be conducted. Error code: !error."
"The shop name is displayed in the payment instructions.","The shop name is displayed in the payment instructions."
"The shopping cart has been altered!","The shopping cart has been altered!"
"The signature could not be verified.","The signature could not be verified."
"The site id (PBX_RANG) as defined in the backoffice of PayPal Plus.","The site id (PBX_RANG) as defined in the backoffice of PayPal Plus."
"The total refund amount (!totalRefundedAmount) cannot be greater than the captured amount (!capturedAmount).","La cantidad del reembolso total de (!totalRefundedAmount) no puede ser mayor que la cantidad capturada (!capturedAmount)."
"The transaction cannot be cancelled online.","The transaction cannot be cancelled online."
"The transaction cannot be captured online.","The transaction cannot be captured online."
"The transaction cannot be refunded online.","The transaction cannot be refunded online."
"The transaction could not be cancelled. Error: @error","The transaction could not be cancelled. Error: @error"
"The transaction could not be captured.","La operación no se ha podido contabilizar."
"The transaction could not be captured. Error: @error","The transaction could not be captured. Error: @error"
"The transaction could not be conducted.","The transaction could not be conducted."
"The transaction failed with error code !code.","The transaction failed with error code !code."
"The transaction is only executed in the test system. The goods should not be delivered.","The transaction is only executed in the test system. The goods should not be delivered."
"The transaction was aborted by the customer.","The transaction was aborted by the customer."
"The whole transaction is cancelled.","Toda la operación fue cancelada."
"There has been a problem during the processing of your payment.","There has been a problem during the processing of your payment."
"There has been a problem during the processing of your payment. Please contact the shop owner to make sure your order was placed successfully.","Ha habido un problema durante el procesamiento de su pago. Por favor, póngase en contacto con el dueño de la tienda para asegurarse de que su pedido se ha realizado con éxito."
"There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %1","There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %1"
"There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %s","There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %s"
"There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account.","There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account."
"There seems to be a problem with the PayPal Plus module.","Parece que hay un problema con el módulo de PayPal Plus."
"There was an error during the initial registration of the payment wall.","There was an error during the initial registration of the payment wall."
"There was an error validating the login and password.","There was an error validating the login and password."
"This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email.","This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email."
"This is a brief instruction of the main and most important installation steps, which need to be performed when installing the PayPal Plus module. For detailed instructions regarding additional and optional settings, please refer to the enclosed instructions in the zip.","This is a brief instruction of the main and most important installation steps, which need to be performed when installing the PayPal Plus module. For detailed instructions regarding additional and optional settings, please refer to the enclosed instructions in the zip."
"This password is used for recurring payments and for the alias manager as well as for the server authorization. This is the password of the PayPal Plus account.","This password is used for recurring payments and for the alias manager as well as for the server authorization. This is the password of the PayPal Plus account."
"This setting can be used to activate resp. deactivate the 3D secure check. Please check with PayBox if you are allowed to deactivate the 3D secure check. This setting has only an effect when you use the payment page.","This setting can be used to activate resp. deactivate the 3D secure check. Please check with PayBox if you are allowed to deactivate the 3D secure check. This setting has only an effect when you use the payment page."
"This status is set, when the payment was successfull and it is authorized.","Este estado se define, cuando el pago se ha realizado correctamente y se ha autorizado."
"This transaction is already closed for further captures.","Esta transacción ya está cerrada para otras contabilizaciones"
"This transaction is already closed for further refunds.","Esta operación se ha cerrado por más créditos."
"This transaction no longer exists.","This transaction no longer exists."
"Timeout for pending payments (min)","Timeout para los pagos pendientes (min)"
"Titel","Titulo"
"Title","Title"
"Title of the payment method","Nombre de la forma de pago"
"Total","Total"
"Total Shipping Charges","Total de gastos de envío"
"Track order history","Track order history"
"Transaction","Transaction"
"Transaction Authorized","Transacción autorizada"
"Transaction Cancelled","Transacción cancelada"
"Transaction Captured","Transacción contabilizada"
"Transaction History","Transaction History"
"Transaction Id","Transaction Id"
"Transaction Paid","Transacción pagado"
"Transaction Uncertain","Transacción es incierto"
"Transaction Updates","Transaction Updates"
"Transaction cancelled successfully","Transacción cancelada exitosamente"
"Transaction captured successfully","Transacción capturado con éxito"
"Transaction execution failed","Transaction execution failed"
"Transaction failed","Transaction failed"
"Transaction failed or cancelled by the customer","Transaction failed or cancelled by the customer"
"Transaction failed with an unkown reason.","Transaction failed with an unkown reason."
"Transaction history","Resumen de transacciones"
"Transaction was authorized over the deferred authorization mechanism.","Operación fue autorizada por el mecanismo de autorización diferido."
"Transactions","Transactions"
"US-ASCII","US-ASCII"
"UTF-8","UTF-8"
"Unable to save the invoice.","No se puede guardar la factura."
"Unauthorized payment eligible.","Unauthorized payment eligible."
"Uncertain Status","Estado incierto"
"Uncertain transactions","Transacción está incierta"
"Update","Actualización"
"Update Qty's","Actualización de la cantidad"
"Update interval for payments","Interval de actualisación para pagos"
"Use Base Currency","Use Base Currency"
"Use Default","Utilice la configuración estándar."
"Use base currency","Use base currency"
"VISA","VISA"
"Validation","Validación"
"Validation Item","Validation Item"
"Version","Version"
"View","View"
"Wait On Success Page","Wait On Success Page"
"We cannot get the transaction instance.","We cannot get the transaction instance."
"We experienced a problem with your sellxed payment extension. For more information, please visit the configuration page of the plugin.","Hemos experimentado un problema con su extensión de pago sellxed. Para obtener más información, visite la página de configuración del plugin."
"Webhook ID","Webhook ID"
"Webhook Url","Webhook Url"
"Webhooks","Webhooks"
"When the store is not available (network outage, server failure or any other outage), when the feedback of PayPal Plus is sent, then the transaction state is not updated. Hence no order confirmation e-mail is sent and the order is not in the paid state. By activating the transaction update, such transactions can be authorized later over direct link. To use this feature the update service must be activated and the API username and the API password must be set.","When the store is not available (network outage, server failure or any other outage), when the feedback of PayPal Plus is sent, then the transaction state is not updated. Hence no order confirmation e-mail is sent and the order is not in the paid state. By activating the transaction update, such transactions can be authorized later over direct link. To use this feature the update service must be activated and the API username and the API password must be set."
"When using an external checkout, the customer can either be asked to chose an option to authenticate (as guest, register or login) or he can always be checked out as guest. For the second option to work, guest checkout has to be enabled in magento.","When using an external checkout, the customer can either be asked to chose an option to authenticate (as guest, register or login) or he can always be checked out as guest. For the second option to work, guest checkout has to be enabled in magento."
"Windows-1250","Windows-1250"
"Windows-1251","Windows-1251"
"Windows-1252","Windows-1252"
"Windows-1253","Windows-1253"
"Windows-1254","Windows-1254"
"Windows-1255","Windows-1255"
"Windows-1256","Windows-1256"
"Windows-1257","Windows-1257"
"Windows-1258","Windows-1258"
"Windows-874","Windows-874"
"With this setting you can disable the check for modifications to the shipping address. If the check is disabled, you have to make sure you deliver your items to the address entered at PayPal Plus, otherwise you will loose your seller protection.","With this setting you can disable the check for modifications to the shipping address. If the check is disabled, you have to make sure you deliver your items to the address entered at PayPal Plus, otherwise you will loose your seller protection."
"Without Seller Protection.","Without Seller Protection."
"Without protection against claims for items not received.","Without protection against claims for items not received."
"Without protection against claims for unauthorized payments.","Without protection against claims for unauthorized payments."
"Year","Año"
"Yes","Sí"
"Yes, use images for the brand selection.","Yes, use images for the brand selection."
"You can allow the customers to manage/delete their aliases in the their account.","You can allow the customers to manage/delete their aliases in the their account."
"You can decide on the order status new orders should have after they are processed successfully.","Define el estado del pedido de nuevas órdenes, que se procesaron correctamente."
"You can decide on the order status new orders should have that have an uncertain authorization status.","Define el estado del pedido de nuevas órdenes con el estado inseguro."
"You can select if transaction without full seller protection should be marked as uncertain.","You can select if transaction without full seller protection should be marked as uncertain."
"You can specify the order status for new orders that have an uncertain authorisation status.","Aquí puede especificar el estado del pedido de los nuevos pedidos que tienen un estado de autorización incierto."
"You can specify the order status for orders that are captured either directly after the order or manually in the backend.","Con esta opción se puede especificar el estado de las órdenes que, o bien son capturadas directamente después de la orden o de forma manual."
"You can specify the order status of Echeck payments for orders that are successful after being in a uncertain state. The status is changed automatically after PayPal sends a notification of the payment.","You can specify the order status of Echeck payments for orders that are successful after being in a uncertain state. The status is changed automatically after PayPal sends a notification of the payment."
"You can specify the order status of payments, which are declined after being pending at PayPal Plus.","You can specify the order status of payments, which are declined after being pending at PayPal Plus."
"You can specify the order status when an order is cancelled.","Aquí puede especificar el estado del pedido de los pedidos cancelados."
"You created the order.","You created the order."
"You have no stored aliases.","You have no stored aliases."
"You have to enter a card number.","Debe inserir un número de tarjeta"
"You have to enter bank code of your bank.","Debe introducir el código bancario"
"You have to enter commercial number of you company.","Usted tiene que ingresar el número comercial de su empresa."
"You have to enter either the CVC code or the issue number of your card.","Usted tiene que ingresar ya sea el código CVC o el número de expedición de la tarjeta."
"You have to enter sales tax number of you company.","Usted tiene que ingresar el número de impuesto sobre las ventas de su empresa."
"You have to enter sales tax number of your company.","You have to enter sales tax number of your company."
"You have to enter the BIC.","Entrar en el BIC."
"You have to enter the CVC code from your card.","Debe introducir el CVC su tarjeta."
"You have to enter the IBAN.","Entrar en el IBAN."
"You have to enter the account holder name on the card.","Usted tiene que introducir el nombre del titular de la tarjeta."
"You have to enter the account holder name.","Entrar en el nombre del titular de la cuenta."
"You have to enter the card holder name on the card.","Debe introducir el titular de la tarjeta."
"You have to enter the location of your bank.","Tienes que entrar en la ubicación de su banco."
"You have to enter the name of the account owner.","Debe introducir el titular de la cuenta bancaria"
"You have to enter the name of your bank.","Usted tiene que introducir el nombre de su banco."
"You have to enter your IBAN Number.","Tiene que introducir su número de IBAN."
"You have to enter your bank account number.","Debe introducir el número de cuenta de tu cuenta bancaria."
"You have to enter your social security number.","Tiene que introducir su número de seguro social."
"You may choose one of the cards you paid before on this site.","Usted puede elegir entre una tarjeta utilizada anteriormente:"
"You may choose one of your stored payment details.","You may choose one of your stored payment details."
"You will be redirect to the order confirmation page.","Se le redirige a la página de confirmación del pedido."
"Your browser does not allow the execution of JavaScript. Please activate JavaScript in your browser and reload this page.","Su navegador no permite la ejecución de JavaScript. Por favor, active JavaScript en su navegador y vuelva a cargar esta página."
"Your checkout session expired.","Your checkout session expired."
"Your payment was not successful, please contact the merchant.","El pago no se ha realizado correctamente, por favor póngase en contacto con el comerciante."
"Your payment was not successful.","Your payment was not successful."
"PayPalPlusCw Aliases","PayPalPlusCw Alias"
"____paymentMethodName____","____paymentMethodName____"
"PayPal Plus Aliases","PayPal Plus Aliases"
"PayPal Plus Error","PayPal Plus Error"
"PayPal Plus Parameters","PayPal Plus Parameters"
"PayPal Plus Refund Items","PayPal Plus Refund Items"
"PayPal Plus Refund.","PayPal Plus Refund."
"PayPal Plus Section","PayPal Plus Section"
"PayPal Plus Transactions","PayPal Plus Transactions"
"PayPal Plus:","PayPal Plus:"
"PayPal Plus: Alias Management","PayPal Plus: Alias Management"
"customweb ltd","customweb ltd"
"no","no"
"or","or"
"x-mac-centraleurroman","x-mac-centraleurroman"
"x-mac-cyrillic","x-mac-cyrillic"
"x-mac-greek","x-mac-greek"
"x-mac-turkish","x-mac-turkish"
"yes","yes"
